Year,County,ICD Version,Total Admits (Consolidated),30-day Readmits (Consolidated),30-day Readmission Rate (Consolidated),PCPI,Population,Total Admits (Proportion),30-day Readmits (Proportion)
2015,Alpine,ICD-9,9.0,0.0,0.0,63924.0,1080,0.008333333333333333,0.0
2015,Amador,ICD-9,2124.0,282.0,13.28,39764.0,37039,0.05734496071708199,0.007613596479386592
2015,Butte,ICD-9,16661.0,2907.0,17.45,39352.0,224643,0.07416656650774785,0.012940532311267211
2015,Calaveras,ICD-9,2174.0,269.0,12.37,42659.0,44972,0.04834119007382371,0.005981499599750956
2015,Colusa,ICD-9,757.0,83.0,10.96,39272.0,21208,0.03569407770652584,0.003913617502829121
2015,Contra Costa,ICD-9,41392.0,5752.0,13.9,67056.0,1124148,0.03682077448876838,0.005116763984813388
2015,Del Norte,ICD-9,889.0,94.0,10.57,33072.0,27198,0.03268622692845062,0.003456136480623575
2015,El Dorado,ICD-9,7038.0,809.0,11.49,58818.0,184627,0.03812010161027369,0.004381807644602361
2015,Fresno,ICD-9,36503.0,5072.0,13.89,38296.0,968889,0.0376751103583589,0.005234861784992915
2015,Glenn,ICD-9,1401.0,162.0,11.56,38924.0,27723,0.050535656314251706,0.0058435234282004115
2015,Humboldt,ICD-9,5666.0,568.0,10.02,40594.0,135177,0.04191541460455551,0.004201898251921555
2015,Imperial,ICD-9,5769.0,779.0,13.5,36121.0,178701,0.03228297547299679,0.004359236937678021
2015,Inyo,ICD-9,637.0,60.0,9.42,50961.0,18097,0.035199204288003536,0.0033154666519312594
2015,Kern,ICD-9,30391.0,3770.0,12.4,36532.0,876548,0.03467123306424748,0.004300962411642032
2015,Kings,ICD-9,4683.0,606.0,12.94,32733.0,149960,0.031228327554014404,0.004041077620698853
2015,Lake,ICD-9,3891.0,520.0,13.36,35796.0,64266,0.06054523387172066,0.008091370242429901
2015,Lassen,ICD-9,751.0,78.0,10.39,31092.0,31256,0.024027386741745586,0.002495520859994881
2015,Los Angeles,ICD-9,374849.0,55914.0,14.92,53067.0,10077263,0.0371975009484222,0.005548530389650444
2015,Madera,ICD-9,5174.0,656.0,12.68,34323.0,153448,0.03371826286429279,0.004275063865283354
2015,Marin,ICD-9,8072.0,878.0,10.88,109274.0,260974,0.030930284242874768,0.003364319817299808
2015,Mariposa,ICD-9,854.0,113.0,13.23,43701.0,17653,0.048377046394380556,0.00640117826998244
2015,Mendocino,ICD-9,3816.0,460.0,12.05,41701.0,87131,0.043796123079041904,0.005279406870115114
2015,Merced,ICD-9,9474.0,1274.0,13.45,35167.0,266133,0.03559874198239226,0.004787080144138457
2015,Modoc,ICD-9,265.0,24.0,9.06,42461.0,9064,0.029236540158870256,0.00264783759929391
2015,Mono,ICD-9,193.0,11.0,5.7,44056.0,14074,0.013713230069631946,0.0007815830609634787
2015,Monterey,ICD-9,12919.0,1353.0,10.47,49757.0,430178,0.030031754297058427,0.0031452096573976354
2015,Napa,ICD-9,5362.0,697.0,13.0,62781.0,140766,0.0380915846156032,0.0049514797607376785
2015,Nevada,ICD-9,4384.0,570.0,13.0,53134.0,98716,0.044410227318773046,0.005774139957048503
2015,Orange,ICD-9,100168.0,12602.0,12.58,59242.0,3148952,0.031809948198638784,0.004001966368493391
2015,Placer,ICD-9,12961.0,1452.0,11.2,58519.0,372870,0.034760104057714486,0.0038941185936117147
2015,Plumas,ICD-9,694.0,67.0,9.65,44091.0,18435,0.0376457824789802,0.003634391103878492
2015,Riverside,ICD-9,86333.0,11733.0,13.59,36590.0,2344648,0.03682130537291738,0.00500416267175286
2015,Sacramento,ICD-9,59197.0,8068.0,13.63,45866.0,1493547,0.03963517719897666,0.005401905664836794
2015,San Benito,ICD-9,1935.0,231.0,11.94,44028.0,58276,0.033204063422335096,0.003963895943441554
2015,San Bernardino,ICD-9,75949.0,10305.0,13.57,35179.0,2114352,0.03592069816189546,0.004873833685214194
2015,San Diego,ICD-9,115410.0,15086.0,13.07,53357.0,3280825,0.035177127704159775,0.004598233675980889
2015,San Joaquin,ICD-9,26778.0,3453.0,12.89,38463.0,721919,0.03709280404034248,0.004783085082952519
2015,San Luis Obispo,ICD-9,9677.0,1020.0,10.54,49914.0,280138,0.034543689181760415,0.0036410626191377107
2015,San Mateo,ICD-9,21159.0,2730.0,12.9,99076.0,765479,0.027641515965820096,0.0035663943752865853
2015,Santa Barbara,ICD-9,14130.0,1574.0,11.14,54318.0,442051,0.03196463756444392,0.003560675125720788
2015,Santa Clara,ICD-9,51175.0,6733.0,13.16,83773.0,1915736,0.026712970889517136,0.003514576121135689
2015,Santa Cruz,ICD-9,8197.0,885.0,10.8,56902.0,273495,0.029971297464304648,0.0032358909669280974
2015,Shasta,ICD-9,10130.0,1031.0,10.18,40252.0,178386,0.05678696758714249,0.005779601538237306
2015,Sierra,ICD-9,85.0,5.0,5.88,36501.0,2990,0.028428093645484948,0.0016722408026755853
2015,Siskiyou,ICD-9,1724.0,168.0,9.74,39585.0,43275,0.039838243789716926,0.003882149046793761
2015,Solano,ICD-9,14646.0,1964.0,13.41,43597.0,433378,0.033794978056108066,0.0045318405641264665
2015,Sonoma,ICD-9,17382.0,2014.0,11.59,53594.0,500598,0.0347224719235794,0.004023188266832868
2015,Stanislaus,ICD-9,23119.0,3075.0,13.3,39006.0,532954,0.04337897829831468,0.005769728719551781
2015,Sutter,ICD-9,4325.0,544.0,12.58,39130.0,95224,0.04541922204486264,0.005712845501134168
2015,Tehama,ICD-9,2602.0,325.0,12.49,35500.0,63150,0.041203483768804436,0.005146476642913698
2015,Trinity,ICD-9,709.0,100.0,14.1,29552.0,13094,0.05414693752863907,0.0076370856881014205
2015,Tulare,ICD-9,16424.0,2243.0,13.66,35556.0,456794,0.03595493811214683,0.004910309680074607
2015,Tuolumne,ICD-9,3144.0,410.0,13.04,40912.0,53599,0.05865781078005187,0.007649396443963507
2015,Ventura,ICD-9,30175.0,3862.0,12.8,54241.0,845599,0.03568476310875486,0.0045671766404643335
2015,Yolo,ICD-9,5852.0,726.0,12.41,49027.0,211998,0.027604034000320757,0.0034245606090623497
2015,Yuba,ICD-9,3521.0,527.0,14.97,36587.0,74039,0.04755601777441618,0.007117870311592539
2016,Alameda,ICD-10,65203.0,9759.0,14.97,65215.0,1650765,0.039498656683416476,0.005911804526992031
2016,Alpine,ICD-10,21.0,1.0,4.76,70376.0,1053,0.019943019943019943,0.000949667616334283
2016,Amador,ICD-10,2814.0,390.0,13.86,40310.0,37443,0.07515423443634324,0.010415832064738402
2016,Butte,ICD-10,22675.0,4041.0,17.82,40662.0,226222,0.10023339905049022,0.017862984148314488
2016,Calaveras,ICD-10,2868.0,400.0,13.95,44010.0,45307,0.06330147659302095,0.008828657823294414
2016,Colusa,ICD-10,971.0,121.0,12.46,41196.0,21476,0.04521326131495623,0.005634196312162414
2016,Contra Costa,ICD-10,52750.0,7662.0,14.53,70261.0,1137259,0.04638345354927945,0.0067372515847313585
2016,Del Norte,ICD-10,1238.0,125.0,10.1,34105.0,27415,0.045157760350173264,0.004559547692868867
2016,El Dorado,ICD-10,10298.0,1418.0,13.77,62076.0,186027,0.055357555623646026,0.007622549414869884
2016,Fresno,ICD-10,50589.0,8296.0,16.4,39072.0,976231,0.051820726856655855,0.008497988693249857
2016,Glenn,ICD-10,1935.0,281.0,14.52,40126.0,27796,0.06961433299755361,0.010109368254425098
2016,Humboldt,ICD-10,7804.0,937.0,12.01,41584.0,136477,0.057181796200092325,0.006865625709826564
2016,Imperial,ICD-10,7981.0,1198.0,15.01,35252.0,179881,0.04436822121291298,0.006659958528138047
2016,Inyo,ICD-10,757.0,77.0,10.17,54731.0,17897,0.04229759177515785,0.0043023970497848806
2016,Kern,ICD-10,41749.0,5561.0,13.32,36168.0,881094,0.047383139596910206,0.006311471874737542
2016,Kings,ICD-10,6718.0,1030.0,15.33,34161.0,149269,0.0450059958866208,0.006900294099913579
2016,Lake,ICD-10,5375.0,845.0,15.72,36651.0,63912,0.08410001251721116,0.01322130429340343
2016,Lassen,ICD-10,856.0,96.0,11.21,32336.0,30715,0.027869119322806446,0.0031255087090997884
2016,Los Angeles,ICD-10,493868.0,77874.0,15.77,54750.0,10094865,0.04892269485525562,0.007714219060878972
2016,Madera,ICD-10,6997.0,1059.0,15.14,35931.0,153694,0.045525524743971785,0.006890314521061329
2016,Marin,ICD-10,11232.0,1321.0,11.76,113226.0,260721,0.04308053436432048,0.005066718829706851
2016,Mariposa,ICD-10,1117.0,154.0,13.79,46915.0,17498,0.06383586695622356,0.008801005829237627
2016,Mendocino,ICD-10,5158.0,666.0,12.91,42497.0,87319,0.05907076352225747,0.007627205991823085
2016,Merced,ICD-10,13467.0,2087.0,15.5,35626.0,267370,0.05036840333620077,0.007805662564984853
2016,Modoc,ICD-10,314.0,29.0,9.24,43145.0,8957,0.035056380484537235,0.0032376911912470694
2016,Mono,ICD-10,308.0,31.0,10.06,45291.0,14256,0.021604938271604937,0.0021745230078563413
2016,Monterey,ICD-10,17789.0,2066.0,11.61,50839.0,433436,0.041041814708515215,0.004766562998920256
2016,Napa,ICD-10,7363.0,1002.0,13.61,66405.0,140778,0.05230220631064513,0.007117589396070409
2016,Nevada,ICD-10,5671.0,807.0,14.23,55382.0,98939,0.057318145524009746,0.00815654089893773
2016,Orange,ICD-10,133527.0,17983.0,13.47,61188.0,3164277,0.04219826519612537,0.005683130775213422
2016,Placer,ICD-10,18698.0,2180.0,11.66,60591.0,379046,0.04932910517456984,0.005751280847179498
2016,Plumas,ICD-10,907.0,107.0,11.8,44612.0,18691,0.04852602856989995,0.005724680327430314
2016,Riverside,ICD-10,113451.0,16431.0,14.48,38050.0,2378282,0.04770292168884935,0.0069087685985093445
2016,Sacramento,ICD-10,77797.0,11095.0,14.26,46904.0,1511401,0.05147343425073822,0.007340871151997385
2016,San Benito,ICD-10,2505.0,306.0,12.22,46235.0,59270,0.04226421461110174,0.005162814239919014
2016,San Bernardino,ICD-10,104398.0,15630.0,14.97,36422.0,2130726,0.0489964453430427,0.007335527890493663
2016,San Diego,ICD-10,151703.0,20891.0,13.77,55074.0,3305462,0.045894643471926164,0.006320145262598693
2016,San Joaquin,ICD-10,36298.0,5369.0,14.79,39777.0,732662,0.049542626750124885,0.007328072153325817
2016,San Luis Obispo,ICD-10,12941.0,1502.0,11.61,51118.0,281884,0.04590895545685459,0.005328432972428375
2016,San Mateo,ICD-10,27003.0,3461.0,12.82,103798.0,767928,0.03516345282370222,0.004506932941629944
2016,Santa Barbara,ICD-10,19086.0,2236.0,11.72,54873.0,444112,0.04297564578304572,0.005034766004971719
2016,Santa Clara,ICD-10,68322.0,9691.0,14.18,90105.0,1928144,0.03543407546324341,0.0050260768905227
2016,Santa Cruz,ICD-10,10584.0,1171.0,11.06,58504.0,274476,0.03856074848074149,0.004266311080021568
2016,Shasta,ICD-10,14114.0,1675.0,11.87,41305.0,178592,0.07902929582512094,0.009378919548468017
2016,Sierra,ICD-10,132.0,15.0,11.36,37831.0,2956,0.044654939106901215,0.005074424898511502
2016,Siskiyou,ICD-10,2269.0,233.0,10.27,40621.0,43402,0.05227869683424727,0.00536841620201834
2016,Solano,ICD-10,21124.0,3069.0,14.53,45447.0,438834,0.04813665303964597,0.006993532862084524
2016,Sonoma,ICD-10,23675.0,2898.0,12.24,55513.0,502445,0.04711958522823394,0.0057677954801023
2016,Stanislaus,ICD-10,30756.0,4167.0,13.55,39780.0,538986,0.05706270663802028,0.007731184112388819
2016,Sutter,ICD-10,5796.0,816.0,14.08,39983.0,95769,0.06052062776054882,0.00852050245904207
2016,Tehama,ICD-10,3645.0,482.0,13.22,36008.0,63468,0.05743051616562677,0.007594378269364089
2016,Trinity,ICD-10,888.0,110.0,12.39,29722.0,12827,0.0692289701411086,0.008575660715677867
2016,Tulare,ICD-10,21561.0,3136.0,14.54,37125.0,458991,0.046974777283214704,0.006832377976910223
2016,Tuolumne,ICD-10,3887.0,582.0,14.97,42373.0,53729,0.07234454391483185,0.010832139068287144
2016,Ventura,ICD-10,40230.0,5489.0,13.64,55756.0,846921,0.04750147888646048,0.006481123977324922
2016,Yolo,ICD-10,8078.0,1083.0,13.41,49918.0,215569,0.0374729205034119,0.00502391345694418
2016,Yuba,ICD-10,4758.0,731.0,15.36,37593.0,74920,0.06350774159103044,0.009757074212493326
2017,Alameda,ICD-10,64950.0,9676.0,14.9,69258.0,1659824,0.03913065481641427,0.005829533733697067
2017,Alpine,ICD-10,9.0,0.0,0.0,68653.0,1116,0.008064516129032258,0.0
2017,Amador,ICD-10,2970.0,405.0,13.64,41237.0,38549,0.07704480012451685,0.010506109107888661
2017,Butte,ICD-10,23283.0,4406.0,18.92,41581.0,228700,0.10180585920419764,0.019265413205072145
2017,Calaveras,ICD-10,2997.0,399.0,13.31,45833.0,45658,0.06564019448946515,0.008738884751850716
2017,Colusa,ICD-10,988.0,124.0,12.55,41189.0,21558,0.045829854346414324,0.005751925039428518
2017,Contra Costa,ICD-10,53095.0,8016.0,15.1,74770.0,1145623,0.046345961978766136,0.006997066225101975
2017,Del Norte,ICD-10,1390.0,161.0,11.58,34350.0,27383,0.050761421319796954,0.00587956031114195
2017,El Dorado,ICD-10,10457.0,1457.0,13.93,63328.0,188793,0.05538870614906273,0.007717447151112594
2017,Fresno,ICD-10,49058.0,7239.0,14.76,39600.0,984726,0.04981893440408804,0.00735128350424382
2017,Glenn,ICD-10,1957.0,290.0,14.82,40428.0,27876,0.07020375950638542,0.010403214234466924
2017,Humboldt,ICD-10,7593.0,919.0,12.1,42818.0,136710,0.05554092604783849,0.006722258795991515
2017,Imperial,ICD-10,8276.0,1240.0,14.98,35585.0,181250,0.045660689655172414,0.006841379310344828
2017,Inyo,ICD-10,838.0,79.0,9.43,56308.0,17819,0.047028452775127676,0.004433469891688647
2017,Kern,ICD-10,41270.0,5728.0,13.88,36574.0,887316,0.0465110513052847,0.0064554228707698275
2017,Kings,ICD-10,6417.0,945.0,14.73,35395.0,149542,0.042911021652779824,0.0063192949138034795
2017,Lake,ICD-10,5354.0,853.0,15.93,38201.0,64132,0.08348406411775712,0.013300692322085698
2017,Lassen,ICD-10,831.0,69.0,8.3,32154.0,30919,0.026876677770949903,0.0022316375044471037
2017,Los Angeles,ICD-10,481784.0,75361.0,15.64,56635.0,10092365,0.04773747283218552,0.0074671298550934295
2017,Madera,ICD-10,6784.0,931.0,13.72,36871.0,155079,0.043745445869524564,0.006003391819653209
2017,Marin,ICD-10,11379.0,1412.0,12.41,119063.0,259975,0.04376959323011828,0.005431291470333686
2017,Mariposa,ICD-10,1184.0,167.0,14.1,49097.0,17461,0.0678082584044442,0.009564171582383598
2017,Mendocino,ICD-10,5348.0,681.0,12.73,43743.0,87690,0.06098756984832934,0.007765993841943209
2017,Merced,ICD-10,14017.0,2182.0,15.57,36405.0,270837,0.05175437624844464,0.008056506311914546
2017,Modoc,ICD-10,349.0,42.0,12.03,43305.0,8864,0.03937274368231047,0.00473826714801444
2017,Mono,ICD-10,280.0,22.0,7.86,51037.0,14333,0.019535338031117004,0.0015349194167306216
2017,Monterey,ICD-10,18362.0,2179.0,11.87,51861.0,433803,0.042327969147285746,0.00502301736041475
2017,Napa,ICD-10,7243.0,1000.0,13.81,68063.0,139818,0.05180305826145418,0.007152154944284713
2017,Nevada,ICD-10,5666.0,778.0,13.73,56004.0,99421,0.05698997193751823,0.007825308536425907
2017,Orange,ICD-10,132179.0,17820.0,13.48,63513.0,3174159,0.04164221137000383,0.005614085494772001
2017,Placer,ICD-10,19073.0,2178.0,11.42,62803.0,385348,0.049495520931729244,0.005652034005626083
2017,Plumas,ICD-10,840.0,97.0,11.55,45975.0,18680,0.044967880085653104,0.005192719486081371
2017,Riverside,ICD-10,111614.0,16334.0,14.63,39060.0,2413058,0.04625417209200939,0.006769004309055149
2017,Sacramento,ICD-10,80190.0,12074.0,15.06,48299.0,1527984,0.05248091603053435,0.007901915203300558
2017,San Benito,ICD-10,2464.0,320.0,12.99,48563.0,60190,0.040937032729689314,0.005316497757102509
2017,San Bernardino,ICD-10,104537.0,15991.0,15.3,37311.0,2149847,0.048625320778641457,0.007438203741940706
2017,San Diego,ICD-10,151905.0,20823.0,13.71,56969.0,3319019,0.04576804170147866,0.006273841758664232
2017,San Joaquin,ICD-10,37377.0,5636.0,15.08,40888.0,743286,0.05028616171971489,0.007582545615012256
2017,San Luis Obispo,ICD-10,13019.0,1469.0,11.28,53626.0,282473,0.04608936075306312,0.005200497038655022
2017,San Mateo,ICD-10,26998.0,3435.0,12.72,114013.0,768658,0.03512355299756199,0.004468827488948271
2017,Santa Barbara,ICD-10,19072.0,2351.0,12.33,57012.0,444998,0.042858619589301525,0.005283169811999155
2017,Santa Clara,ICD-10,70038.0,10082.0,14.4,97652.0,1932251,0.03624684370715813,0.005217748625825527
2017,Santa Cruz,ICD-10,10702.0,1323.0,12.36,62065.0,274865,0.03893547741618613,0.004813271969876121
2017,Shasta,ICD-10,14022.0,1647.0,11.75,42714.0,179403,0.0781592281065534,0.009180448487483487
2017,Sierra,ICD-10,96.0,7.0,7.29,38612.0,3008,0.031914893617021274,0.002327127659574468
2017,Siskiyou,ICD-10,2122.0,193.0,9.1,41411.0,43647,0.04861731619584393,0.004421838843448576
2017,Solano,ICD-10,20236.0,2951.0,14.58,46644.0,443554,0.04562240448739049,0.006653079444667391
2017,Sonoma,ICD-10,23479.0,3024.0,12.88,57858.0,502203,0.04675201064111525,0.006021469405798054
2017,Stanislaus,ICD-10,30327.0,4137.0,13.64,40592.0,544494,0.05569758344444567,0.007597879866444809
2017,Sutter,ICD-10,5639.0,734.0,13.02,40348.0,96161,0.058641237091960355,0.007633032102411581
2017,Tehama,ICD-10,3474.0,485.0,13.96,37997.0,63827,0.05442837670578282,0.007598665141711188
2017,Trinity,ICD-10,869.0,115.0,13.23,29747.0,12727,0.0682800345721694,0.009035907912312407
2017,Tulare,ICD-10,22274.0,3157.0,14.17,37983.0,462072,0.04820460880555411,0.006832268564206444
2017,Tuolumne,ICD-10,3730.0,493.0,13.22,43170.0,53953,0.06913424647378273,0.009137582710877987
2017,Ventura,ICD-10,39966.0,5535.0,13.85,57456.0,848264,0.04711504908849132,0.006525091245178388
2017,Yolo,ICD-10,8171.0,1134.0,13.88,50754.0,218470,0.03740101615782487,0.00519064402435117
2017,Yuba,ICD-10,4909.0,758.0,15.44,37776.0,76575,0.06410708455762325,0.00989879203395364
2018,Alameda,ICD-10,62646.0,9882.0,15.77,74193.0,1666596,0.03758919378181635,0.005929451408739731
2018,Alpine,ICD-10,18.0,2.0,11.11,74453.0,1081,0.016651248843663275,0.0018501387604070306
2018,Amador,ICD-10,2877.0,458.0,15.92,41827.0,39349,0.07311494574195024,0.011639431751759893
2018,Butte,ICD-10,23190.0,4151.0,17.9,42630.0,230330,0.10068163070377285,0.018021968480006947
2018,Calaveras,ICD-10,2941.0,411.0,13.97,47296.0,45747,0.06428836863619472,0.008984195684962948
2018,Colusa,ICD-10,1195.0,185.0,15.48,45624.0,21389,0.05586983963719669,0.008649305717892375
2018,Contra Costa,ICD-10,51183.0,7884.0,15.4,78504.0,1150840,0.04447447082131313,0.006850648222168155
2018,Del Norte,ICD-10,1416.0,178.0,12.57,35090.0,27793,0.050948080451912355,0.0064044903392940665
2018,El Dorado,ICD-10,10371.0,1434.0,13.83,66033.0,190925,0.05431975906769674,0.007510802671205971
2018,Fresno,ICD-10,48893.0,7348.0,15.03,40606.0,991298,0.04932220180006416,0.007412503606382743
2018,Glenn,ICD-10,2126.0,314.0,14.77,42536.0,27899,0.07620344815226353,0.01125488368758737
2018,Humboldt,ICD-10,7449.0,957.0,12.85,43823.0,136502,0.05457062900177287,0.007010886287380405
2018,Imperial,ICD-10,8453.0,1205.0,14.26,35217.0,181062,0.046685665683578,0.006655178888999348
2018,Inyo,ICD-10,852.0,79.0,9.27,54870.0,17894,0.047613725271040575,0.004414887671845311
2018,Kern,ICD-10,39488.0,5471.0,13.85,37557.0,893618,0.04418890398358135,0.006122302818430247
2018,Kings,ICD-10,6010.0,879.0,14.63,35042.0,151221,0.03974315736570979,0.005812684746166207
2018,Lake,ICD-10,5227.0,813.0,15.55,38998.0,64394,0.08117215889679162,0.012625399881976581
2018,Lassen,ICD-10,798.0,72.0,9.02,32629.0,30658,0.026029095179072346,0.0023484897905929935
2018,Los Angeles,ICD-10,475044.0,74910.0,15.77,59004.0,10061533,0.047213878839337906,0.007445187527586502
2018,Madera,ICD-10,7023.0,999.0,14.22,37414.0,156373,0.044911845395304816,0.006388570916974158
2018,Marin,ICD-10,10779.0,1365.0,12.66,128091.0,260091,0.041443187192175046,0.005248163142899985
2018,Mariposa,ICD-10,1069.0,139.0,13.0,51043.0,17361,0.061574794078682105,0.008006451241287944
2018,Mendocino,ICD-10,5400.0,795.0,14.72,45250.0,87549,0.061679745057053766,0.009080629133399581
2018,Merced,ICD-10,14124.0,2236.0,15.83,36820.0,273733,0.05159772479021528,0.008168543799980273
2018,Modoc,ICD-10,300.0,37.0,12.33,43751.0,8816,0.03402903811252268,0.004196914700544465
2018,Mono,ICD-10,296.0,31.0,10.47,49783.0,14400,0.020555555555555556,0.0021527777777777778
2018,Monterey,ICD-10,19247.0,2399.0,12.46,52346.0,433359,0.04441352319901052,0.005535825954924209
2018,Napa,ICD-10,6819.0,1059.0,15.53,69010.0,138620,0.04919203578127254,0.007639590246717645
2018,Nevada,ICD-10,5779.0,799.0,13.83,57335.0,99472,0.05809675084445874,0.008032411130770469
2018,Orange,ICD-10,130341.0,17385.0,13.34,66058.0,3175579,0.0410447984446301,0.005474592192478915
2018,Placer,ICD-10,18737.0,2199.0,11.74,64803.0,392735,0.04770901498465887,0.005599195386201892
2018,Plumas,ICD-10,970.0,125.0,12.89,47601.0,18830,0.05151354221986192,0.006638343069569836
2018,Riverside,ICD-10,112715.0,16709.0,14.82,40582.0,2443221,0.04613377177095318,0.006838922880901891
2018,Sacramento,ICD-10,77626.0,11686.0,15.05,50314.0,1539550,0.050421226981910296,0.007590529700237082
2018,San Benito,ICD-10,2487.0,349.0,14.03,50108.0,61415,0.04049499307986648,0.005682650818204022
2018,San Bernardino,ICD-10,104972.0,15905.0,15.15,38663.0,2165627,0.048471874427128955,0.007344293361691556
2018,San Diego,ICD-10,153864.0,21665.0,14.08,59014.0,3332483,0.04617097821654304,0.006501158445519452
2018,San Joaquin,ICD-10,36982.0,5533.0,14.96,42320.0,752590,0.04913963778418528,0.007351944617919452
2018,San Luis Obispo,ICD-10,12990.0,1587.0,12.22,55473.0,283250,0.04586054721977052,0.005602824360105913
2018,San Mateo,ICD-10,25690.0,3319.0,12.92,123303.0,768410,0.03343267266173006,0.004319308702385445
2018,Santa Barbara,ICD-10,18914.0,2242.0,11.85,59649.0,445137,0.04249028950637669,0.005036651637585732
2018,Santa Clara,ICD-10,65621.0,9447.0,14.4,106567.0,1931985,0.0339655846189282,0.004889789516999356
2018,Santa Cruz,ICD-10,9985.0,1159.0,11.61,64845.0,273713,0.03647981645007727,0.004234362269968909
2018,Shasta,ICD-10,13815.0,1750.0,12.67,43843.0,179666,0.07689267863702648,0.009740295882359489
2018,Sierra,ICD-10,103.0,10.0,9.71,39756.0,2961,0.034785545423843295,0.003377237419790611
2018,Siskiyou,ICD-10,1952.0,201.0,10.3,42268.0,43624,0.044746011369888136,0.004607555474050981
2018,Solano,ICD-10,19873.0,3011.0,15.15,48566.0,445931,0.04456519057881152,0.006752165693795677
2018,Sonoma,ICD-10,22588.0,3036.0,13.44,61066.0,497221,0.04542849155606863,0.006105936796716148
2018,Stanislaus,ICD-10,30021.0,3980.0,13.26,41452.0,547855,0.0547973460130874,0.007264695950570862
2018,Sutter,ICD-10,5966.0,774.0,12.97,42184.0,96348,0.061921368372981275,0.008033379001120937
2018,Tehama,ICD-10,3848.0,581.0,15.1,38783.0,63904,0.06021532298447672,0.00909176264396595
2018,Trinity,ICD-10,845.0,107.0,12.66,30685.0,12598,0.06707413875218289,0.008493411652643277
2018,Tulare,ICD-10,20948.0,2781.0,13.28,38070.0,464279,0.0451194217270219,0.005989932777489397
2018,Tuolumne,ICD-10,3495.0,420.0,12.02,43806.0,54250,0.06442396313364056,0.007741935483870968
2018,Ventura,ICD-10,39246.0,5691.0,14.5,59781.0,847222,0.04632315969132057,0.006717247663540371
2018,Yolo,ICD-10,7761.0,1032.0,13.3,52040.0,220082,0.03526412882471079,0.004689161312601667
2018,Yuba,ICD-10,5056.0,737.0,14.58,39466.0,77418,0.06530780955333385,0.00951974992895709
